Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.
17218-13643,17218-13343,13378,METIER PLASTIC (PVT.) LIMITED,17218,13343,13643,23240135
17218-13650,17218-13353,13379,METIER PLASTIC (PVT.) LIMITED,17218,13353,13650,23240139
17218-13647,17218-13354,13380,METIER PLASTIC (PVT.) LIMITED,17218,13354,13647,23240139
17218-13648,17218-13355,13381,METIER PLASTIC (PVT.) LIMITED,17218,13355,13648,23240139
17218-13624,17218-13323,13382,METIER PLASTIC (PVT.) LIMITED,17218,13323,13624,23240128
17218-13619,17218-13324,13383,METIER PLASTIC (PVT.) LIMITED,17218,13324,13619,23240128
17218-13632,17218-13325,13384,METIER PLASTIC (PVT.) LIMITED,17218,13325,13632,23240128
17218-13618,17218-13322,13385,METIER PLASTIC (PVT.) LIMITED,17218,13322,13618,23240130
17218-13614,17218-13316,13386,METIER PLASTIC (PVT.) LIMITED,17218,13316,13614,23240123
17218-,17218-13317,13387,METIER PLASTIC (PVT.) LIMITED,17218,13317,,23240123
17218-13625,17218-13332,13388,METIER PLASTIC (PVT.) LIMITED,17218,13332,13625,23240131
17270-13626,17270-13331,13389,METIER PLASTIC (PVT.) LIMITED,17270,13331,13626,23240132
17270-13623,17270-13318,13390,METIER PLASTIC (PVT.) LIMITED,17270,13318,13623,23240124
17270-13646,17270-13352,13391,METIER PLASTIC (PVT.) LIMITED,17270,13352,13646,23240140
17270-,17270-13344,13392,METIER PLASTIC (PVT.) LIMITED,17270,13344,,23240136
17446-10769,17446--,13393,PERAC RESEARCH & DEVELOPMENT FOUNDATION,17446,-,10769,23000402/2023-2024
16903-13507,16903-13210,13394,IDEAPAC,16903,13210,13507,1023/03/23
17552-5256,17552-5043,13395,ADVANCE ENGINEERING GROUP,17552,5043,5256,4804
16993-10635,16993--,13396,MULTINET PAKISTAN (PVT.) LIMITED,16993,-,10635,3053305
16993-10635,16993--,13397,MULTINET PAKISTAN (PVT.) LIMITED,16993,-,10635,3053306
17246-13636,17246-13350,13398,IFTEKHAR INTERNATIONAL,17246,13350,13636,809
17504-,17504-13363,13399,LIVEWELL CAPSULES (PRIVATE) LIMITED,17504,13363,,111
17228-13494,17228-13194,13400,STANDARD MANUFACTURING COMPANY (PVT.) LIMITED,17228,13194,13494,1243
17095-13638,17095-13346,13401,VISION PHARMACEUTICALS (PRIVATE) LIMITED,17095,13346,13638,232401008
17008-13637,17008-13345,13402,VISION PHARMACEUTICALS (PRIVATE) LIMITED,17008,13345,13637,232401028
17078-10727,17078-5945,13403,MAXIM PAKISTAN,17078,5945,10727,MXP1356
17640-5253,17640-5040,13404,TYRE WORLD,17640,5040,5253,101
17640-5253,17640-5040,13405,TYRE WORLD,17640,5040,5253,100
17640-5253,17640-5040,13406,TYRE WORLD,17640,5040,5253,99
17646-5252,17646-5039,13407,TYRE WORLD,17646,5039,5252,106
17646-5252,17646-5039,13408,TYRE WORLD,17646,5039,5252,102
17203-10587,17203-5846,13409,PAKISTAN OXYGEN LIMITED,17203,5846,10587,371937478
17541-10630,17541-5871,13410,PAKISTAN OXYGEN LIMITED,17541,5871,10630,371939086
17541-10720,17541-5940,13411,PAKISTAN OXYGEN LIMITED,17541,5940,10720,371945770
17541-10732,17541-5948,13412,PAKISTAN OXYGEN LIMITED,17541,5948,10732,371946874
17203-10733,17203-5949,13413,PAKISTAN OXYGEN LIMITED,17203,5949,10733,371946730
17710-10761,17710-5963,13414,BLAZON INTERNATIONAL,17710,5963,10761,1930
17041-10736,17041-5951,13415,SUPERLINE MARKETING CO.,17041,5951,10736,609-23/24
17041-10724,17041-5942,13416,SUPERLINE MARKETING CO.,17041,5942,10724,609-23/24
17392-,17392-13377,13417,UNITED TUBES (PRIVATE) LIMITED,17392,13377,,29948
17392-13669,17392-13376,13418,UNITED TUBES (PRIVATE) LIMITED,17392,13376,13669,29947
17688-10760,17688-5962,13419,K. I. ENTERPRISEE,17688,5962,10760,
15294-10771,15294--,13420,TECHNO ENERGY SYSTEM,15294,-,10771,2317
15421-10770,15421--,13421,TECHNO ENERGY SYSTEM,15421,-,10770,2316
17079-10726,17079-5944,13422,PAK PACKAGES INDUSTRIES,17079,5944,10726,00030
17453-13641,17453-13349,13423,COLOR PRESS PAKISTAN PRIVATE LTD.,17453,13349,13641,01-000331-2324
16531-,16531-5970,13424,NOOR & CO.,16531,5970,,212
16993-10782,16993--,13425,MULTINET,16993,-,10782,3075362
16993-10782,16993--,13426,MULTINET,16993,-,10782,3075363
16149-10785,16149--,13427,MULTINET,16149,-,10785,3075364
16149-10784,16149--,13428,MULTINET,16149,-,10784,3053307
16994-10783,16994--,13429,SUPERNET LIMITED,16994,-,10783,2023/11/0317-001
16994-10783,16994--,13430,SUPERNET LIMITED,16994,-,10783,2023/11/0317-002
16994-10783,16994--,13431,SUPERNET LIMITED,16994,-,10783,2023/11/0317-003
17270-,17270-13390,13432,METIER PLASTIC (PVT.) LIMITED,17270,13390,,23240144
17270-,17270-13391,13433,METIER PLASTIC (PVT.) LIMITED,17270,13391,,23240144
17218-13677,17218-13388,13434,METIER PLASTIC (PVT.) LIMITED,17218,13388,13677,23240145
17218-,17218-13389,13435,METIER PLASTIC (PVT.) LIMITED,17218,13389,,23240145
17218-13526,17218-13224,13436,METIER PLASTIC (PVT.) LIMITED,17218,13224,13526,23240103
17218-13523,17218-13225,13437,METIER PLASTIC (PVT.) LIMITED,17218,13225,13523,23240103
17218-,17218-13419,13438,METIER PLASTIC (PVT.) LIMITED,17218,13419,,23240147
17218-,17218-13241,13439,METIER PLASTIC (PVT.) LIMITED,17218,13241,,23240146
17038-,17038-13392,13440,METIER IMPRESSIONS (PVT) LTD.,17038,13392,,23240197
17373-10749,17373-5958,13441,METIER IMPRESSIONS (PVT) LTD.,17373,5958,10749,23240196
16977-10750,16977-5959,13442,METIER IMPRESSIONS (PVT) LTD.,16977,5959,10750,23240195
16977-10751,16977-5960,13443,METIER IMPRESSIONS (PVT) LTD.,16977,5960,10751,23240195
16977-10752,16977-5961,13444,METIER IMPRESSIONS (PVT) LTD.,16977,5961,10752,23240195
17477-,17477-13393,13445,METIER IMPRESSIONS (PVT) LTD.,17477,13393,,23240194
17448-,17448-13394,13446,METIER IMPRESSIONS (PVT) LTD.,17448,13394,,23240193
17555-,17555-13395,13447,METIER IMPRESSIONS (PVT) LTD.,17555,13395,,23240192
17498-,17498-13398,13448,METIER IMPRESSIONS (PVT) LTD.,17498,13398,,23240191
17540-,17540-13396,13449,METIER IMPRESSIONS (PVT) LTD.,17540,13396,,23240190
17360-,17360-13397,13450,METIER IMPRESSIONS (PVT) LTD.,17360,13397,,23240189
17555-,17555-13399,13451,METIER IMPRESSIONS (PVT) LTD.,17555,13399,,23240188
17493-,17493-13400,13452,METIER IMPRESSIONS (PVT) LTD.,17493,13400,,23240187
17223-,17223-13383,13453,METIER IMPRESSIONS (PVT) LTD.,17223,13383,,23240185
17360-,17360-13380,13454,METIER IMPRESSIONS (PVT) LTD.,17360,13380,,23240184
17360-,17360-13381,13455,METIER IMPRESSIONS (PVT) LTD.,17360,13381,,23240184
17360-,17360-13382,13456,METIER IMPRESSIONS (PVT) LTD.,17360,13382,,23240184
17459-,17459-13379,13457,METIER IMPRESSIONS (PVT) LTD.,17459,13379,,23240183
16977-10738,16977-5953,13458,METIER IMPRESSIONS (PVT) LTD.,16977,5953,10738,23240182
16977-10739,16977-5954,13459,METIER IMPRESSIONS (PVT) LTD.,16977,5954,10739,23240182
17477-,17477-13401,13460,METIER IMPRESSIONS (PVT) LTD.,17477,13401,,23240200
17448-,17448-13402,13461,METIER IMPRESSIONS (PVT) LTD.,17448,13402,,23240199
17555-,17555-13403,13462,METIER IMPRESSIONS (PVT) LTD.,17555,13403,,23240202
17555-,17555-13404,13463,METIER IMPRESSIONS (PVT) LTD.,17555,13404,,23240202
17665-,17665-13420,13464,METIER IMPRESSIONS (PVT) LTD.,17665,13420,,23240209
17317-10731,17317-5947,13465,M. A. PRINTERS,17317,5947,10731,305
17541-10763,17541-5965,13466,PAKISTAN OXYGEN LIMITED,17541,5965,10763,371948225
17541-10764,17541-5966,13467,PAKISTAN OXYGEN LIMITED,17541,5966,10764,371948226
17541-10776,17541-5978,13468,PAKISTAN OXYGEN LIMITED,17541,5978,10776,371949380
17719-,17719-5981,13469,MICRO SCIENTIFIC CO.,17719,5981,,15928
17571-,17571-5055,13470,M/S. IMRAN ENGINEERING,17571,5055,,112
17377-,17377-5056,13471,M/S. IMRAN ENGINEERING,17377,5056,,111
15785-,15785-5057,13472,M/S. IMRAN ENGINEERING,15785,5057,,113
17036-13662,17036-13361,13473,GHANI GLASS LIMITED,17036,13361,13662,PH22023102025
17196-,17196-13413,13474,AN TRADERS,17196,13413,,005331
17393-,17393-13362,13475,AN TRADERS,17393,13362,,005281
17246-,17246-13423,13476,IFTEKHAR INTERNATIONAL,17246,13423,,832
17388-,17388-13422,13477,IFTEKHAR INTERNATIONAL,17388,13422,,833
17613-,17613-601,13478,IFTEKHAR INTERNATIONAL,17613,601,,850
17613-,17613-603,13479,IFTEKHAR INTERNATIONAL,17613,603,,853
17638-5255,17638-5042,13480,WADITTAR ENGINEERING,17638,5042,5255,2726
17399-,17399--,13481,JAFFER BUSINESS SYSTEMS (PRIVATE) LTD.,17399,-,,90700002
15886-,15886-5071,13482,PROFESSIONAL,15886,5071,,0171
14182-,14182-5072,13483,PROFESSIONAL,14182,5072,,0169
13865-9993,13865--,13484,PRONET PRIVATE LIMITED,13865,-,9993,SI-00396
17842-,17842-6001,13485,INDUSTRIAL BUSINESS LINKS PVT. LTD.,17842,6001,,IBL-1293
17685-,17685-13478,13486,METIER AMPOULE PVT. LTD.,17685,13478,,23240729
17665-790,17665-604,13487,METIER IMPRESSIONS PVT. LTD.,17665,604,790,23240223
17665-13737,17665-13435,13488,METIER IMPRESSIONS PVT. LTD.,17665,13435,13737,23240223
17637-,17637-13474,13489,METIER IMPRESSIONS PVT. LTD.,17637,13474,,23240242
17637-,17637-13475,13490,METIER IMPRESSIONS PVT. LTD.,17637,13475,,23240242
17637-,17637-13476,13491,METIER IMPRESSIONS PVT. LTD.,17637,13476,,23240242
17599-,17599-13473,13492,METIER IMPRESSIONS PVT. LTD.,17599,13473,,23240241
17720-13706,17720-13428,13493,METIER IMPRESSIONS PVT. LTD.,17720,13428,13706,23240216
17726-13736,17726-13432,13494,METIER PLASTIC PVT. LTD.,17726,13432,13736,23240150
17726-13692,17726-13433,13495,METIER PLASTIC PVT. LTD.,17726,13433,13692,23240150
17726-13691,17726-13429,13496,METIER PLASTIC PVT. LTD.,17726,13429,13691,23240148
17726-13739,17726-13440,13497,METIER PLASTIC PVT. LTD.,17726,13440,13739,23240153
17726-13701,17726-13434,13498,METIER PLASTIC PVT. LTD.,17726,13434,13701,23240149
17726-13759,17726-13465,13499,METIER PLASTIC PVT. LTD.,17726,13465,13759,23240160
17726-13762,17726-13466,13500,METIER PLASTIC PVT. LTD.,17726,13466,13762,23240159
17726-13761,17726-13467,13501,METIER PLASTIC PVT. LTD.,17726,13467,13761,23240159
17726-13760,17726-13460,13502,METIER PLASTIC PVT. LTD.,17726,13460,13760,23240157
17726-13754,17726-13461,13503,METIER PLASTIC PVT. LTD.,17726,13461,13754,23240157
17726-,17726-13471,13504,METIER PLASTIC PVT. LTD.,17726,13471,,23240162
17726-,17726-13472,13505,METIER PLASTIC PVT. LTD.,17726,13472,,23240162
17726-,17726-13483,13506,METIER PLASTIC PVT. LTD.,17726,13483,,23240163
17218-,17218-13482,13507,METIER PLASTIC PVT. LTD.,17218,13482,,23240164
17226-,17226-13469,13508,METIER PLASTIC PVT. LTD.,17226,13469,,23240161
17726-13752,17726-13454,13509,METIER PLASTIC PVT. LTD.,17726,13454,13752,23240155
17726-13757,17726-13455,13510,METIER PLASTIC PVT. LTD.,17726,13455,13757,23240156
17726-13753,17726-13456,13511,METIER PLASTIC PVT. LTD.,17726,13456,13753,23240156
17726-,17726-13457,13512,METIER PLASTIC PVT. LTD.,17726,13457,,23240156
17433-5268,17433-5058,13513,KARIMI ELECTROMECH SYSTEMS,17433,5058,5268,787
17505-10778,17505-5793,13514,HTC,17505,5793,10778,BILL/002/2023
17556-13733,17556-13384,13515,KHAN PACKAGES,17556,13384,13733,1612
17556-13675,17556-13386,13516,KHAN PACKAGES,17556,13386,13675,1612
17123-13674,17123-13385,13517,KHAN PACKAGES,17123,13385,13674,1613
17664-13734,17664-13387,13518,KHAN PACKAGES,17664,13387,13734,1614
17556-13703,17556-13411,13519,KHAN PACKAGES,17556,13411,13703,1615
17556-13679,17556-13412,13520,KHAN PACKAGES,17556,13412,13679,1615
17397-10803,17397-5971,13521,KHAN PACKAGES,17397,5971,10803,1616
17362-13705,17362-13416,13522,KHAN PACKAGES,17362,13416,13705,1617
17556-13715,17556-13417,13523,KHAN PACKAGES,17556,13417,13715,1618
17556-,17556-13418,13524,KHAN PACKAGES,17556,13418,,1618
17556-13681,17556-13415,13525,KHAN PACKAGES,17556,13415,13681,1620
17346-13714,17346-13414,13526,KHAN PACKAGES,17346,13414,13714,1619
17613-792,17613-606,13527,IFTEKHAR INTERNATIONAL,17613,606,792,878
17613-,17613-608,13528,IFTEKHAR INTERNATIONAL,17613,608,,880
17644-10817,17644--,13529,HONDA SHAHRAH-E-FAISAL AND DEFENCE WORKSHOP,17644,-,10817,00111587
17319-10767,17319--,13530,AL-MEEZAN INDUSTRIAL METROLOGY SERVICES,17319,-,10767,AIMS/INV/23/092209
17589-10694,17589-5919,13531,THE CORPORATE SUPPLIES AND SOLUTIONS,17589,5919,10694,TCAS-1023-34
16766-10762,16766-5964,13532,MUSAJI ADAM & SONS,16766,5964,10762,2707/KHI/23
15769-13763,15769-13458,13533,MIRPURKHAS SUGAR MILLS LIMITED,15769,13458,13763,MSM/SUG/2022-2023/0001564
17093-10813,17093-5992,13534,AL-HILAL PACKAGING (PVT.) LTD.,17093,5992,10813,1960
17486-10814,17486-5993,13535,AL-HILAL PACKAGING (PVT.) LTD.,17486,5993,10814,1960
17093-10812,17093-5990,13536,AL-HILAL PACKAGING (PVT.) LTD.,17093,5990,10812,1960
17199-13755,17199-13464,13537,ALPINE CHEMICAL SOLUTIONS (PVT.) LTD.,17199,13464,13755,ACSSI112304
17210-13742,17210-13441,13538,JAVED CHEMICAL CORPORATION,17210,13441,13742,26154
17210-13741,17210-13442,13539,JAVED CHEMICAL CORPORATION,17210,13442,13741,26154
17210-13756,17210-13443,13540,JAVED CHEMICAL CORPORATION,17210,13443,13756,26154
17645-10777,17645-5979,13541,ATIQUE TRADERS,17645,5979,10777,INV-95883
17476-5273,17476-5060,13542,UNIVERSAL ENGINEERING,17476,5060,5273,29522
16386-10804,16386--,13543,PRIME ENGINEERING APPLICATION SERVICES,16386,-,10804,1616
16186-13702,16186-13410,13544,ALLIED TRADING & PACKAGING COMPANY,16186,13410,13702,25693
17211-10806,17211-5986,13545,M.A. PRINTERS,17211,5986,10806,306
17036-13744,17036-13448,13546,GHAN GLASS LIMITED,17036,13448,13744,PH22023110938
17697-10800,17697-5982,13547,NEW CHEMICAL CENTRE,17697,5982,10800,5009
17850-10831,17850-6010,13548,STANDARD SCIENTIFIC SUPPLIES,17850,6010,10831,S-154-2023
17717-13792,17717-13492,13549,KHAN PACKAGES,17717,13492,13792,1621
17362-13779,17362-13493,13550,KHAN PACKAGES,17362,13493,13779,1622
17778-13782,17778-13495,13551,KHAN PACKAGES,17778,13495,13782,1623
17778-13794,17778-13496,13552,KHAN PACKAGES,17778,13496,13794,1624
17717-13813,17717-13497,13553,KHAN PACKAGES,17717,13497,13813,1625
17778-13848,17778-13537,13554,KHAN PACKAGES,17778,13537,13848,1626
17872-13849,17872-13539,13555,KHAN PACKAGES,17872,13539,13849,1627
17778-13806,17778-13514,13556,KHAN PACKAGES,17778,13514,13806,1628
17717-795,17717-613,13557,KHAN PACKAGES,17717,613,795,1629
17556-13819,17556-13534,13558,KHAN PACKAGES,17556,13534,13819,1630
17920-,17920-13609,13559,KHAN PACKAGES,17920,13609,,1634
17362-13858,17362-13583,13560,KHAN PACKAGES,17362,13583,13858,1631
17717-13859,17717-13584,13561,KHAN PACKAGES,17717,13584,13859,1632
17556-13860,17556-13585,13562,KHAN PACKAGES,17556,13585,13860,1633
17343-13835,17343-13555,13563,METIER AMPOULE (PVT.) LIMITED,17343,13555,13835,23240784
17685-13837,17685-13571,13564,METIER AMPOULE (PVT.) LIMITED,17685,13571,13837,23240790
17781-,17781-13572,13565,METIER AMPOULE (PVT.) LIMITED,17781,13572,,23240791
17781-13864,17781-13588,13566,METIER AMPOULE (PVT.) LIMITED,17781,13588,13864,23240799
17685-13822,17685-13553,13567,METIER AMPOULE (PVT.) LIMITED,17685,13553,13822,23240753
17685-,17685-13547,13568,METIER AMPOULE (PVT.) LIMITED,17685,13547,,23240754
17685-13821,17685-13548,13569,METIER AMPOULE (PVT.) LIMITED,17685,13548,13821,23240755
17685-13807,17685-13515,13570,METIER AMPOULE (PVT.) LIMITED,17685,13515,13807,23240752
17685-13789,17685-13488,13571,METIER AMPOULE (PVT.) LIMITED,17685,13488,13789,23240737
17685-13790,17685-13490,13572,METIER AMPOULE (PVT.) LIMITED,17685,13490,13790,23240741
17685-13791,17685-13491,13573,METIER AMPOULE (PVT.) LIMITED,17685,13491,13791,23240741
17685-13793,17685-13494,13574,METIER AMPOULE (PVT.) LIMITED,17685,13494,13793,23240742
17555-13788,17555-13484,13575,METIER IMPRESSIONS (PVT) LTD.,17555,13484,13788,23240247
17689-13803,17689-13486,13576,METIER IMPRESSIONS (PVT) LTD.,17689,13486,13803,23240251
17771-13804,17771-13487,13577,METIER IMPRESSIONS (PVT) LTD.,17771,13487,13804,23240250
17720-13802,17720-13485,13578,METIER IMPRESSIONS (PVT) LTD.,17720,13485,13802,23240249
17720-794,17720-609,13579,METIER IMPRESSIONS (PVT) LTD.,17720,609,794,23240248
17689-13871,17689-13525,13580,METIER IMPRESSIONS (PVT) LTD.,17689,13525,13871,23240256
17689-13846,17689-13524,13581,METIER IMPRESSIONS (PVT) LTD.,17689,13524,13846,23240256
17689-13866,17689-13523,13582,METIER IMPRESSIONS (PVT) LTD.,17689,13523,13866,23240256
17689-13845,17689-13522,13583,METIER IMPRESSIONS (PVT) LTD.,17689,13522,13845,23240256
17686-13830,17686-13518,13584,METIER IMPRESSIONS (PVT) LTD.,17686,13518,13830,23240257
17771-13831,17771-13520,13585,METIER IMPRESSIONS (PVT) LTD.,17771,13520,13831,23240258
17771-13870,17771-13519,13586,METIER IMPRESSIONS (PVT) LTD.,17771,13519,13870,23240258
16495-13832,16495-13521,13587,METIER IMPRESSIONS (PVT) LTD.,16495,13521,13832,23240259
17732-13833,17732-13540,13588,METIER IMPRESSIONS (PVT) LTD.,17732,13540,13833,23240260
17715-796,17715-612,13589,METIER IMPRESSIONS (PVT) LTD.,17715,612,796,23240261
17360-13829,17360-13517,13590,METIER IMPRESSIONS (PVT) LTD.,17360,13517,13829,23240255
17678-13852,17678-13550,13591,METIER IMPRESSIONS (PVT) LTD.,17678,13550,13852,23240266
17769-13873,17769-13559,13592,METIER IMPRESSIONS (PVT) LTD.,17769,13559,13873,23240265
17637-13853,17637-13554,13593,METIER IMPRESSIONS (PVT) LTD.,17637,13554,13853,23240264
17715-13851,17715-13549,13594,METIER IMPRESSIONS (PVT) LTD.,17715,13549,13851,23240263
17689-13857,17689-13551,13595,METIER IMPRESSIONS (PVT) LTD.,17689,13551,13857,23240262
17271-,17271-13153,13596,METIER IMPRESSIONS (PVT) LTD.,17271,13153,,23240110
17360-13458,17360-13154,13597,METIER IMPRESSIONS (PVT) LTD.,17360,13154,13458,23240111
17148-770,17148-590,13598,METIER IMPRESSIONS (PVT) LTD.,17148,590,770,23240112
16781-13454,16781-13158,13599,METIER IMPRESSIONS (PVT) LTD.,16781,13158,13454,23240113
17205-13455,17205-13159,13600,METIER IMPRESSIONS (PVT) LTD.,17205,13159,13455,23240114
17637-13861,17637-13586,13601,METIER IMPRESSIONS (PVT) LTD.,17637,13586,13861,23240278
17689-13863,17689-13587,13602,METIER IMPRESSIONS (PVT) LTD.,17689,13587,13863,23240279
17769-13875,17769-13589,13603,METIER IMPRESSIONS (PVT) LTD.,17769,13589,13875,23240280
17686-800,17686-615,13604,METIER IMPRESSIONS (PVT) LTD.,17686,615,800,23240281
17715-13865,17715-13590,13605,METIER IMPRESSIONS (PVT) LTD.,17715,13590,13865,23240282
17820-801,17820-614,13606,METIER IMPRESSIONS (PVT) LTD.,17820,614,801,23240273
17720-13856,17720-13570,13607,METIER IMPRESSIONS (PVT) LTD.,17720,13570,13856,23240272
17599-13842,17599-13569,13608,METIER IMPRESSIONS (PVT) LTD.,17599,13569,13842,23240271
17689-13855,17689-13568,13609,METIER IMPRESSIONS (PVT) LTD.,17689,13568,13855,23240270
17732-,17732-13567,13610,METIER IMPRESSIONS (PVT) LTD.,17732,13567,,23240269
17715-13854,17715-13566,13611,METIER IMPRESSIONS (PVT) LTD.,17715,13566,13854,23240268
17218-13464,17218-13157,13612,METIER PLASTIC (PVT.) LIMITED,17218,13157,13464,23240083
17218-13460,17218-13156,13613,METIER PLASTIC (PVT.) LIMITED,17218,13156,13460,23240083
17218-13459,17218-13155,13614,METIER PLASTIC (PVT.) LIMITED,17218,13155,13459,23240083
17218-13462,17218-13145,13615,METIER PLASTIC (PVT.) LIMITED,17218,13145,13462,23240080
17218-13457,17218-13148,13616,METIER PLASTIC (PVT.) LIMITED,17218,13148,13457,23240082
17218-13453,17218-13144,13617,METIER PLASTIC (PVT.) LIMITED,17218,13144,13453,23240081
17218-13463,17218-13143,13618,METIER PLASTIC (PVT.) LIMITED,17218,13143,13463,23240081
17726-13808,17726-13516,13619,METIER PLASTIC (PVT.) LIMITED,17726,13516,13808,23240170
17826-13796,17826-13510,13620,METIER PLASTIC (PVT.) LIMITED,17826,13510,13796,23240168
17867-13868,17867-13595,13621,AL NAFAY GRAVURE,17867,13595,13868,0940
17310-,17310-13541,13622,AL NAFAY GRAVURE,17310,13541,,0939
17912-,17912-13582,13623,AL NAFAY GRAVURE,17912,13582,,0939
17442-13872,17442-13543,13624,AL NAFAY GRAVURE,17442,13543,13872,0939
17383-,17383-13526,13625,AL NAFAY GRAVURE,17383,13526,,0939
17326-13847,17326-13527,13626,AL NAFAY GRAVURE,17326,13527,13847,0939
17776-,17776-13578,13627,STANDARD SCIENTIFIC SUPPLIES,17776,13578,,S-155 2023
17590-,17590-13552,13628,JAVED CHEMICAL CORPORATION,17590,13552,,26225
16912-10842,16912-6017,13629,JAVED CHEMICAL CORPORATION,16912,6017,10842,26226
17712-10822,17712-6002,13630,JAVED CHEMICAL CORPORATION,17712,6002,10822,26224
16231-10815,16231-5996,13631,JAVED CHEMICAL CORPORATION,16231,5996,10815,26182
17885-13839,17885-13558,13632,JAVED CHEMICAL CORPORATION,17885,13558,13839,26223
17885-13836,17885-13557,13633,JAVED CHEMICAL CORPORATION,17885,13557,13836,26223
17885-13824,17885-13556,13634,JAVED CHEMICAL CORPORATION,17885,13556,13824,26223
16915-10830,16915-6009,13635,JAVED CHEMICAL CORPORATION,16915,6009,10830,26215
16915-10829,16915-6008,13636,JAVED CHEMICAL CORPORATION,16915,6008,10829,26215
16512-10828,16512-6007,13637,JAVED CHEMICAL CORPORATION,16512,6007,10828,26214
17708-10818,17708-5998,13638,JAVED CHEMICAL CORPORATION,17708,5998,10818,26213
17891-10878,17891-6045,13639,PAKISTAN OXYGEN LIMITED,17891,6045,10878,371950600
17891-10879,17891-6046,13640,PAKISTAN OXYGEN LIMITED,17891,6046,10879,371952600
17891-,17891-6047,13641,PAKISTAN OXYGEN LIMITED,17891,6047,,371953732
17891-,17891-6048,13642,PAKISTAN OXYGEN LIMITED,17891,6048,,371953987
17203-10816,17203-5997,13643,PAKISTAN OXYGEN LIMITED,17203,5997,10816,371952058
17541-1085,17541-5985,13644,PAKISTAN OXYGEN LIMITED,17541,5985,1085,371950601
17131-10861,17131--,13645,PAKISTAN OXYGEN LIMITED,17131,-,10861,371951757
17891-,17891-,13646,PAKISTAN OXYGEN LIMITED,17891,,,371953734
